venueId,latitude,longitude
l1415,40.81780414,-73.80359888
l7414,40.60748548,-74.16196346
l4237,40.76753192,-73.96233803
l391,40.74863807,-73.98934172
l2319,40.85803216,-73.8563633
l9178,40.85010799,-73.85196549
l2336,40.72180301,-73.999814
l5942,40.60781735,-74.14066941
l7923,40.74762569,-73.98533014
l5705,40.60987841,-74.12012203
l4420,40.61037463,-74.1088983
l5011,40.76465036,-73.91651782
l1102,40.60233803,-74.06333123
l7195,40.72537715,-73.95177084
l9090,40.70869126,-74.0870167
l5386,40.70831287,-73.86933159
l5500,40.89273311,-74.1147553
l964,40.74995545,-73.9875555
l7613,40.64779198,-74.00373459
l9760,40.77897203,-73.95602993
l9811,40.64915477,-73.96412322
l5291,40.91455036,-74.05918121
l8228,40.75583515,-73.96780795
l6794,40.75628489,-73.96739469
l8452,40.76057553,-73.76971308
l5596,40.77436246,-73.95435386
l4865,40.76245925,-73.98745933
l2827,40.80087841,-74.15413678
l2115,40.73447775,-73.99210787
l6135,40.723309,-73.988929
l1305,40.75171,-73.99029499999997
l9137,40.85604608,-73.88809919
l4482,40.73246102,-73.98789303
l4992,40.76023135,-73.99512076
l2464,40.68339282,-73.88350359
l8887,40.68317636,-73.88354952
l3816,40.557295,-73.911548
l9626,40.82238338,-74.03017044
l6072,40.71892764,-73.98786106
l38,40.75697438,-73.98877356
l1266,40.76042349,-73.99119539
l267,40.71834203,-74.00061817
l8884,40.96062112,-74.10169458
l28,40.68990543,-73.95177658
l822,40.86742121,-73.9248193
l4390,40.82488397,-73.85730743
l8584,40.689876,-73.95139
l4190,40.714482,-73.957302
l6634,40.79215023,-73.96376149
l8659,40.75079785,-73.99122982
l9281,40.61614098,-73.99316382
l840,40.94832653,-74.06976773
l1946,40.61082832,-73.97712596
l562,40.82464853,-74.13560271
l1108,40.68807374,-73.98104301
l2525,40.740133,-73.99343499999998
l995,40.68667714,-73.97945324
l2459,40.7357546,-74.00079059
l1387,40.729798,-74.038666
l1822,40.91492331,-74.05827999
l1154,40.7532715,-73.98227692
l3003,40.77223627,-73.95585199
l5800,40.95614570000001,-74.06845093
l5609,40.73944139,-73.97712596
l2483,40.76679184,-73.96280869
l1383,40.78567232,-73.97271524
l5566,40.71872112,-74.03991222
l1326,40.73092800000001,-73.991353
l737,40.94892338,-74.06972184
l6277,40.75603476,-73.84623528
l5868,40.68829019,-73.98980657
l1999,40.91552327,-74.06089783
l949,40.73001497,-73.99150372
l2661,40.81614775,-73.98043156
l2882,40.7761672,-73.9561516
l8613,40.71030853,-73.95278683
l7935,40.5995839,-73.98979509
l3848,40.70325778,-73.99587254
l943,40.73688751,-73.99020829999998
l4351,40.76280415,-73.98008456
l3761,40.82708617,-73.86262423
l7929,40.75081699,-73.99355292
l9867,40.85813766,-73.93253489
l7250,40.726569,-73.98918267
l4158,40.70819798,-73.86868
l3531,40.75712378,-73.98948267
l1993,40.70934675,-73.95964980000002
l7196,40.927002,-73.99781723
l5034,40.787033,-73.97750188
l8983,40.74196534,-74.00482893
l3783,40.67995491,-73.94446358
l9149,40.71684751,-73.95466382
l5517,40.71853409,-73.96411836
l1459,40.72158048,-73.95763711
l5652,40.71800357,-73.96537147
l5922,40.90588444,-74.13398875
l2929,40.73710648,-73.99032308
l3893,40.75331211,-73.97455500000002
l252,40.77893666,-73.9622982
l5005,40.802671,-73.956418
l3118,40.759534,-73.991765
l1780,40.71653438,-73.96144836
l3785,40.74427797,-73.99184797
l8177,40.77861078,-73.95302217
l1239,40.84166285,-73.85724746
l7908,40.73470595,-73.99236202
l2803,40.76173158,-73.96798611
l5207,40.77494462,-73.95666132
l5496,40.76285776,-73.97161899999998
l3998,40.71904823,-73.95919835
l1654,40.57514127,-73.98150444
l7174,40.86754751,-73.92440596
l5373,40.682558,-73.99300801
l2541,40.75853189,-73.99273915
l4670,40.74776981,-74.0358876
l6217,40.68949822,-73.96955278
l3493,40.77269419,-73.98206458
l7986,40.77160437,-73.98242712
l8449,40.67918863,-73.97162474
l6197,40.69139955,-73.98722403
l5721,40.70742022,-73.94282185
l7344,40.73724236,-73.99261951
l3991,40.84371651,-74.15784359
l7465,40.94104387,-74.08929388
l7520,40.76243857,-73.89558792
l658,40.7273726,-74.02115822
l1524,40.61404836,-73.93010371
l3947,40.730101,-73.980512
l3077,40.68061463,-74.11436096
l3294,40.75123961,-73.99161433
l540,40.74107415,-74.00514082
l1159,40.64310442,-74.02556832
l7386,40.76448813,-73.98555971
l364,40.64256911,-73.88731056
l2783,40.7244943,-73.99334747
l7325,40.73719515,-73.99640624
l8122,40.76949653,-73.96803179
l2718,40.63221961,-73.94729927
l7051,40.760514,-73.98735302
l5604,40.95760414,-74.06905174
l2853,40.81778900000001,-74.21156901
l6923,40.9161516,-74.07171518
l47,40.77486675,-73.98179484
l2729,40.74732199,-74.13690090000001
l4541,40.91398039,-74.0946311
l9155,40.79024775,-74.05625771
l5375,40.77612592,-74.23923423
l730,40.69780267,-73.99414516
l4056,40.82537481,-73.95092131
l3315,40.67335042,-73.95708034
l6432,40.78719549,-73.97743301
l6859,40.713899,-74.038108
l6224,40.73317768,-74.01199778
l193,40.6552623,-73.96150857
l9911,40.70371419,-73.78909246
l6676,40.70315383,-73.79921461
l7043,40.7444509,-73.974867
l2195,40.91582773,-74.07631874
l5799,40.92571083,-74.09905893
l7716,40.73771386,-74.00801539
l906,40.77211113,-73.96095474
l3732,40.67084402,-73.97775441
l7627,40.76089796,-73.96879515
l1495,40.70156643,-73.98887973
l7220,40.684118,-73.99225907
l4690,40.72592126,-73.99782371
l3827,40.73339069,-73.97608427
l1867,40.61678825,-73.9733064
l5754,40.6328122,-73.94768715
l7113,40.955681,-74.07421231
l358,40.84894322,-73.93697977
l6356,40.60287514,-73.90108109
l466,40.72853965,-74.04655055
l2982,40.77851053,-73.95342971
l2444,40.91776506,-74.07742585
l5232,40.95634016,-74.0683651
l3316,40.73735617,-73.99066687
l8214,40.744204,-74.028832
l5637,40.60444982,-73.99253255
l1549,40.92549193,-74.1063776
l4716,40.73928284,-73.9065883
l44,40.73416736,-73.99048716
l7806,40.65146057,-73.87214540000002
l2492,40.71612228,-74.19334445
l3141,40.77729173,-73.98068905
l1934,40.7295506,-73.98436024
l4447,40.76080271,-73.99910343
l8241,40.72473955,-74.00233427
l5448,40.72360212,-73.98957127
l2480,40.72561027,-73.99197578
l4746,40.75172001,-73.99286540000001
l5064,40.78009363,-74.0098287
l5060,40.73927784,-73.98965736
l3458,40.73856623,-73.99005335
l3454,40.7260228,-74.04960274
l907,40.70443641,-74.01012361
l9405,40.79344118,-74.05072689
l1871,40.72006791,-73.98831323
l7795,40.79188165,-73.95983219
l2627,40.91667915,-74.08733792
l3277,40.9163819,-74.08719452
l1270,40.67866699,-74.10167277
l2653,40.76510143,-73.76918408
l4236,40.70961309,-73.83089304
l3668,40.90122521,-73.817176
l1024,40.67163899,-73.96381202
l5854,40.68229137,-73.993472
l9711,40.71136161,-73.85525823
l3597,40.71478703,-74.01238511
l1287,40.72694627,-73.99148807
l2175,40.71931256,-73.83602511
l879,40.76035821,-73.97618294
l921,40.70408638,-73.94807993
l9175,40.84161,-74.20835699999998
l4115,40.58325449,-73.82132413
l1277,40.75727262,-73.98569171
l2669,40.7420954,-74.00742531
l6836,40.66273436,-73.84045041
l1197,40.76279562,-73.98758098
l4032,40.713852,-73.957991
l3448,40.76268166,-73.98912938
l4964,40.715092,-74.19185894
l9935,40.71947,-73.990342
l4944,40.74437759,-73.99620539
l7151,40.77825129,-73.98196800000002
l495,40.650315,-73.964913
l7973,40.85730185,-73.93214107
l5504,40.71038766,-74.00759073
l8098,40.84776824,-73.99616521
l5023,40.65078525,-73.87308141
l331,40.96530185,-74.06305252
l3260,40.7491622,-73.9065883
l8940,40.75047156,-73.98063272
l5739,40.604646,-73.992474
l7166,40.74542742,-73.9062065
l5414,40.783985,-73.95216690000002
l2449,40.772301,-73.955844
l4549,40.85697957,-73.86219927
l5436,40.76690242,-73.99303757
l2129,40.82013,-73.959088
l3394,40.83874914,-73.87310028
l5611,40.779898,-73.98150214
l3550,40.76066702,-73.99494767
l4535,40.71978728,-73.98724125
l1942,40.83537241,-74.13870335
l973,40.75155887,-73.98263850000002
l6008,40.79386355,-74.25680637
l1151,40.63154374,-73.94687409
l5167,40.74718991,-73.98522198
l2093,40.747631,-73.98613
l3890,40.705466,-73.93278199999997
l8080,40.86805436,-73.8922084
l8360,40.68898938,-73.98129925
l5678,40.66562373,-73.98266145
l257,40.75699374,-73.989079
l5666,40.57454939,-74.11646879999998
l4821,40.83013108,-73.89150790000002
l9588,40.82299185,-73.88642629
l2691,40.58270425,-73.98557119
l2316,40.94642692,-74.13332927
l2337,40.74098074,-74.00804406
l2148,40.74790144,-73.98689117
l651,40.76421263,-73.98701743
l6437,40.67677677,-73.95361626
l8936,40.88555107,-74.21260357
l8377,40.76293741,-73.98551953
l7455,40.730665,-73.986074
l6765,40.73438434,-74.00242035
l4161,40.76036636,-73.91790717
l9396,40.77205674,-73.94050274
l9719,40.71868969,-74.00518058
l1132,40.77374305,-74.03264872
l9249,40.76521769,-73.98416519
l7212,40.74671072,-73.99170041
l76,40.76362499,-73.99757624
l2927,40.78691058,-73.97773719999998
l4219,40.75027973,-73.99423698
l3346,40.75008549,-73.99309158
l2989,40.71657362,-73.98917529
l7299,40.74930487,-73.99404759999999
l9100,40.7648609,-73.98412493
l4519,40.77268096,-73.95842347
l9504,40.75843195,-73.97708865
l3101,40.83433374,-73.88697178
l1470,40.81010861,-73.80350574
l1307,40.741797,-73.997271
l2838,40.59464554,-73.98148492
l7210,40.77025343,-73.96009951
l7949,40.68154156,-73.97719000000002
l5133,40.736772,-74.000943
l3829,40.67492687,-73.96673299999998
l2268,40.68132817,-73.97727231
l6083,40.63861726,-73.89557183
l521,40.74055798,-74.00777996
l4395,40.75752044,-73.98714368
l2186,40.73400375,-74.00299564
l321,40.76741096,-73.96537147
l5175,40.73394186,-74.00254659999997
l1944,40.67230729,-73.95784374
l7479,40.736219,-74.008303
l2522,40.73682776,-73.99064541
l2920,40.71863981,-73.95997167
l3527,40.72236398,-73.99433613
l324,40.75845677,-73.98914047
l5457,40.91792306,-74.05836582
l3752,40.8038898,-73.96901899999997
l7829,40.72904909,-74.15975814
l3897,40.71985365,-73.98849235
l4124,40.74185967,-74.00508642
l6748,40.730132,-73.99423
l566,40.755564,-73.922738
l9959,40.75922661,-73.96783664
l1812,40.740015,-73.98220500000002
l908,40.75671743,-73.98858547
l96,40.57745558,-73.98124695
l3580,40.72150208,-73.98914337
l1652,40.74531025,-73.97842124
l2738,40.73301496,-73.98978709999999
l5328,40.729057,-73.981348
l4326,40.73038745,-74.17164389
l1760,40.74207420000001,-74.00589215
l9418,40.86752648,-73.9244
l768,40.73184425,-73.98386478
l4905,40.780081,-73.95017
l3195,40.72717746,-74.00048375
l5580,40.75957037,-73.99499451
l2634,40.7592973,-73.99532735
l5973,40.714838,-73.943462
l9555,40.72725223,-73.98542197
l5215,40.868073,-73.92065391
l2517,40.729751,-73.9987545
l3025,40.654193,-74.056156
l5081,40.80334164,-74.00644878
l259,40.75006726,-74.00270154
l1707,40.74543105,-73.99851809
l9906,40.74452508,-73.99090845
l6641,40.68715751,-73.97469534
l2597,40.702435,-73.987073
l3030,40.76860986,-73.91103498
l711,40.72610422,-73.98921311
l9341,40.74752825,-73.88580041
l1750,40.73830504,-73.99300887
l7084,40.742407,-73.980599
l5862,40.71835305,-73.96003063
l352,40.96581027,-74.06760603
l4652,40.73486134,-73.99302609
l6796,40.735734,-74.00059
l3522,40.74946079,-73.98483658
l9863,40.86587447,-73.92759213
l474,40.756225,-73.881152
l1201,40.72036369,-73.98708344
l6594,40.717302,-74.15191899999998
l4887,40.88827738,-74.02044434
l6815,40.74485366,-73.904381
l4126,40.72975028,-73.97846035
l5433,40.888682,-73.81736654
l1368,40.691537200000006,-73.91834636
l2656,40.76172345,-73.99415374
l2188,40.76389579,-73.98261554
l1379,40.69052523,-73.99196440000001
l211,40.6435009,-73.90490893
l1063,40.68805851,-73.98049054
l1498,40.71841212,-73.98989439
l1965,40.71749324,-74.00106579
l1333,40.73260908,-73.98778071
l4261,40.7207366,-73.9887598
l5430,40.72185985,-73.9921689
l355,40.67008029,-73.9065883
l3181,40.77322938,-73.9846158
l2081,40.91066729999999,-74.0359708
l8072,40.7160025,-74.19346972
l6668,40.7225464,-73.98613361
l2467,40.60927923,-74.1063776
l2658,40.734692,-74.00214116
l2118,40.7298532,-73.9808077
l934,40.72639998,-73.99173485
l950,40.73059222,-73.98163319
l686,40.73177921,-73.98240566
l8972,40.76397613,-73.98855548
l2934,40.97338576,-74.07132232
l3518,40.74446539,-73.97613018
l5333,40.75657067,-73.984594
l5813,40.86134283,-73.89060974
l6468,40.75242625,-73.97223473
l893,40.72194003,-73.95757971
l2670,40.68667486,-73.97774935
l8591,40.683419,-73.96637199999998
l750,40.75971165,-73.82953774
l5689,40.75733383,-73.82946882
l5416,40.72932,-73.987965
l245,40.69954649,-73.83602511
l5886,40.72228442,-73.98967458
l3798,40.70613843,-73.95296477
l4750,40.68864363,-73.96114111
l7184,40.76446111,-73.98310911
l2169,40.745212,-73.978328
l550,40.68571486,-74.07188416
l1436,40.73187466,-73.98396424
l968,40.85977463,-74.12986841
l2052,40.73596877,-73.87561379
l1055,40.75305038,-73.98573762
l5746,40.96536788,-74.06280345
l2572,40.74527481,-73.99255501
l2932,40.816129,-74.21840954
l6548,40.739593,-74.007211
l6483,40.72054258,-73.98959398
l2986,40.96654854,-74.07587528
l544,40.72281297,-74.04749720000002
l792,40.71491086,-74.01505625
l6406,40.80464943,-74.00117508
l6698,40.82998414,-73.98887973
l510,40.96533438,-74.06280387
l5385,40.75910938,-73.83375929
l7664,40.72488826,-73.99242925
l7735,40.87768274,-73.92219543
l980,40.7617138,-73.99395004
l2113,40.80235417,-74.01239946
l325,40.67288164,-73.87076721
l959,40.76186973,-73.97948742
l491,40.67288874,-73.87088781
l3647,40.7392899,-74.03033069
l4762,40.67373751,-73.87086484
l1905,40.76276251,-73.97173953
l4909,40.75975539,-73.83231766
l1725,40.935651,-73.902079
l4634,40.7274539,-73.98476601
l8668,40.75288875,-74.02345104
l9034,40.94057333,-74.148101
l2618,40.713723,-73.95761367
l1824,40.60259049,-73.98887973
l421,40.769619,-73.91005600000003
l2844,40.72884268,-73.98814227
l9072,40.70999926,-73.86469734
l2240,40.74093223,-74.00535274
l9625,40.76214565,-73.83131253
l9974,40.71831629999999,-73.95688518
l1457,40.82497237,-73.95361626
l9778,40.86186461,-73.92516376
l4202,40.8839365,-73.88307006
l251,40.85785364,-74.14799452
l8095,40.73867686,-73.99581515
l3686,40.85080247,-73.97054571
l7974,40.850988,-73.882327
l7143,40.85699349,-73.88066411
l2996,40.75750197,-73.98468737
l5543,40.73160223,-73.85387216
l4722,40.86104665,-73.92088102
l4185,40.853956,-73.865397
l2685,40.72227645,-73.98881947
l687,40.90911738,-74.20032308
l7843,40.72439748,-73.98165136
l1664,40.9653582,-74.06283223
l3751,40.79536351,-73.95361626
l2955,40.87873731,-73.83842468
l5835,40.73117376,-73.98250685
l851,40.86926138,-73.91834636
l8503,40.711125,-73.94900200000002
l4495,40.583875,-73.94781237
l1793,40.710938,-73.948309
l1360,40.76071686,-73.91834636
l3063,40.96533103,-74.06270490000001
l8877,40.72260792,-73.98888588
l7420,40.7592256,-73.98530719
l174,40.64609878,-73.90266895
l1481,40.64580572,-73.90217543
l5501,40.74798004,-73.99274489
l2011,40.64060641,-73.90576441
l583,40.64041091,-73.90566679999998
l3270,40.69954649,-73.83602511
l6884,40.86966223,-74.20032308
l7243,40.67183401,-73.77452374
l3272,40.61000618,-74.00673570000002
l4786,40.72218619,-73.99712358
l7696,40.73595651,-73.98712647
l7008,40.73097177,-73.98551379
l5658,40.73703676,-73.99694568
l3351,40.63434459,-74.0144767
l2845,40.80887397,-74.19238049
l1781,40.77025558,-73.86387348
l5731,40.64585457,-73.77565026
l3678,40.78534773,-73.97571695
l9915,40.85563065,-73.83398329
l2707,40.69162083,-73.78819052
l118,40.72768969,-74.0447402
l1289,40.83248411,-73.91520884
l680,40.83260085,-73.91522032
l599,40.83255976,-73.91532367
l1484,40.83261202,-73.91535237
l8949,40.770387,-73.96002299999998
l752,40.86453988,-73.9262947
l2815,40.77202688,-73.95888805
l1722,40.77095886,-73.98710351
l309,40.66275977,-73.98301728
l310,40.72127309,-73.84692306
l316,40.73939794,-73.99320973
l6240,40.77296034,-74.26713787
l4826,40.7793939,-73.94523829
l1502,40.75257191,-73.99460427
l7803,40.71606899,-74.19332071
l4383,40.68152423,-73.71970005
l4848,40.78593559,-73.84662151
l8044,40.80997649,-73.96180629999998
l7594,40.85637396,-73.93274729
l9845,40.61516154,-74.03113397
l2963,40.76664784,-73.92088115
l5203,40.79339046,-73.93599073
l1275,40.780899700000006,-73.98125536
l5832,40.96668787,-74.0786362
l3485,40.74586783,-73.98652387
l173,40.74174,-73.99365
l215,40.75239972,-73.99415090000002
l9739,40.71089701,-74.00067398
l377,40.72111513,-73.84733082
l2798,40.75544236,-73.99124704
l2750,40.64843683,-73.97850626
l1718,40.59977194,-73.97390329999998
l4639,40.8041295,-74.248631
l234,40.75460438,-73.84554863
l2294,40.77425388,-73.94419953
l6035,40.76705894,-73.92198329
l3664,40.735259,-74.001785
l1023,40.6728498,-73.87080693
l1168,40.967786,-74.07368968
l1620,40.82981420000001,-73.91834636
l777,40.73018616,-73.98356824
l1789,40.80396143,-73.96288905
l9419,40.77325605,-74.030305
l5247,40.74007944,-73.98588851
l1462,40.73336758,-74.00296552
l9279,40.78853502,-74.05497551
l4903,40.73352393,-74.00432555
l4398,40.76175596,-73.98618221
l4384,40.68378079,-74.09997964
l4483,40.83665274,-73.92577229
l1218,40.76888139,-73.98200366
l3684,40.805097,-73.966071
l5620,40.80454777,-73.966401
l8479,40.805167,-73.965864
l9489,40.7599365,-73.97610149
l9800,40.75763921,-73.78534105
l3853,40.7114548,-73.98887973
l6053,40.83128114,-74.08943653
l8135,40.8594158,-73.92694342
l3949,40.73764600000001,-73.87628000000002
l6767,40.87888675,-74.2219363
l6691,40.74752666,-73.85217798
l6351,40.76143951,-73.98710925
l6949,40.78457763,-73.9519947
l9041,40.71772749,-73.83533302
l3154,40.91404636,-73.99786388
l2630,40.82433825,-73.94678839
l3546,40.74567555,-74.00567983
l7219,40.78053487,-73.94848749
l4064,40.76019572,-73.9848538
l7332,40.76758875,-73.79101697
l1629,40.75957308,-73.98524406
l8350,40.75944803,-73.98489475
l3505,40.75930175,-73.98495913
l4215,40.75583152,-73.96477741
l8017,40.71250434,-73.98547362
l1980,40.734738,-74.002162
l7103,40.68507996,-73.99167401
l9433,40.74143697,-73.88095379
l8020,40.72025487,-74.013964
l1310,40.71146733,-74.01328325
l6935,40.78423171,-73.94749443
l6119,40.711223,-73.85525799999998
l1126,40.75811474,-73.82963978
l634,40.68470717,-73.94382641
l2587,40.78345291,-73.97912609999999
l957,40.61178464,-74.15868019
l4492,40.74911235,-73.97567104
l3267,40.785714,-73.97277653
l2149,40.74593439,-74.26055347
l3879,40.72234061,-73.98782909
l8270,40.70484715,-74.0045929
l3327,40.73008303,-74.00060696
l3130,40.73968518,-74.00601983
l3938,40.80599684,-73.99773189
l7820,40.764259,-73.9672
l7177,40.762016,-73.98174047
l8036,40.719328,-73.98563299999998
l4693,40.675409,-73.97786352
l2778,40.6975018,-73.93144416
l450,40.76139684,-73.97698575
l2565,40.95998594,-74.06716333
l7813,40.74552159,-73.97801757
l5056,40.77105732,-73.95674168
l1317,40.74304319,-73.98022804
l5168,40.76078079,-73.98433685
l5944,40.78621377,-74.04560391
l160,40.91861784,-73.86543813
l3563,40.72195742,-73.99249077
l3137,40.65050103,-73.87139888
l127,40.74276196,-73.97692323
l3243,40.77393538,-73.95468678
l3558,40.74789000000001,-74.00446600000002
l4522,40.72926996,-73.98929007
l4523,40.71803615,-73.95103611
l732,40.7476146,-73.88395786
l8144,40.84660039999999,-74.1063776
l3736,40.76590104,-73.96343432
l7377,40.719487,-74.042937
l946,40.738166,-74.00114
l4743,40.90447651,-74.10088012
l2295,40.80186853,-74.0266943
l912,40.78008648,-73.92702341
l4856,40.76467118,-73.97688204
l4997,40.69379488,-73.98541049
l977,40.91195587,-74.02976274
l3992,40.73159302,-74.03196594
l4864,40.75886531,-73.99240629
l9480,40.80450842,-74.01996234
l2897,40.707555,-74.00706600000002
l7558,40.7888437,-74.04461682
l6248,40.76468138,-73.97313595
l3656,40.70566047,-73.89644623
l1716,40.60570192,-73.98525554
l4457,40.606173,-73.98629386
l5769,40.72107834,-73.99788683
l4198,40.73019162,-73.98417085
l8097,40.73152184,-73.98287449
l7780,40.77605300000001,-73.982169
l7324,40.672167,-73.990332
l1178,40.70615906,-73.89630229
l9452,40.67123836,-73.99465018
l5841,40.77943655,-73.96790028
l2909,40.71553668,-73.99857548
l8444,40.75457327,-73.98157675
l2298,40.74410318,-73.91249657
l2410,40.78016772,-73.80259037
l6474,40.81502722,-74.16193128
l410,40.69576976,-74.17732716
l8725,40.715573,-73.99799499999997
l6612,40.75875683,-73.98730438
l1370,40.77361447,-73.96410587
l9355,40.761838,-73.99012900000002
l5499,40.753429,-73.996606
l2357,40.75684746,-73.99362803
l2385,40.71034281,-73.96110972
l4781,40.63855505,-73.89515300000002
l4350,40.69277622,-73.99032354
l3348,40.72445001,-73.74550164
l6279,40.75239374,-73.91296864
l1385,40.78531821,-74.04664993
l6189,40.77403374,-73.96684885
l2457,40.760472,-73.977779
l1224,40.69118179,-73.97480965
l3747,40.76026069,-73.9774704
l1866,40.75024805,-73.98991585
l4940,40.76051875,-73.92217274
l4128,40.7602,-73.977355
l4994,40.7706708,-73.96607458
l4135,40.71011732,-74.01186705
l6290,40.74595743,-73.99441489
l741,40.74481848,-73.99515152
l5860,40.72855689,-73.99198736
l6312,40.72751895,-73.9937675
l3205,40.72783448,-73.99089697
l4315,40.7594475,-73.99131017
l4026,40.63949763,-73.97983020000002
l9129,40.63948982,-73.9797689
l3809,40.63941333,-73.97987413
l7427,40.78775648,-73.98178336
l3700,40.74557029,-73.90323816
l3820,40.7797579,-73.97305387
l3362,40.7509389,-73.98590326
l1990,40.726876,-73.983532
l3951,40.728863,-73.980763
l2596,40.717997,-73.959328
l2057,40.72686037,-73.98025990000002
l5744,40.7752788,-73.81649919
l2348,40.708226,-74.004974
l4733,40.721488,-73.995029
l1924,40.78572596,-74.19757431
l1080,40.72957975,-73.98691412
l1375,40.71275399,-73.96637304
l7255,40.785677,-73.97649799999998
l8096,40.77921119,-73.95450884
l7857,40.753222,-73.914576
l8155,40.75244555,-73.91664326
l8291,40.73310155,-74.00300569
l992,40.681168,-74.212389
l2616,40.681098,-73.97596
l3029,40.75899294,-73.91949177
l4079,40.77541855,-73.96286035
l1583,40.74130691,-73.99004459
l598,40.74088398,-74.00765959
l8025,40.717629,-73.996167
l2712,40.74110983,-73.98887973
l2409,40.72462247,-73.99586106
l2250,40.74928999,-73.98626561
l1788,40.81342911,-74.01354209
l8056,40.74792208,-73.98508336
l9382,40.77860212,-73.97763389
l5934,40.726743,-73.989037
l8683,40.82055964,-74.00762516
l6164,40.79560547,-74.19878389
l1422,40.77210813,-73.97742748
l1033,40.76246451,-73.96581055
l3479,40.73170798,-73.98547936
l486,40.82540356,-73.95661354
l1234,40.66869292,-73.93140078
l6991,40.74466624,-73.98334441
l563,40.77210813,-73.97590399
l3371,40.73167117,-74.14584174
l9621,40.75517391,-73.79920312
l2373,40.74508,-73.982476
l5301,40.66605625,-74.18260574
l373,40.72123579,-73.95244817
l881,40.77527683,-73.95360947
l7464,40.80384465,-74.15335627
l2475,40.777059,-73.949276
l944,40.70644125,-74.15183544
l4069,40.73719358,-73.99653554
l2061,40.75753505,-73.98516371
l8297,40.85264719,-73.92053656
l8795,40.77960584,-73.94730501
l3576,40.7590758,-73.9839298
l3081,40.77914002,-73.94793659
l2760,40.75249255,-73.98029117
l2326,40.70357834,-74.01618004
l3413,40.75401922,-73.98210526
l7497,40.70607313,-74.00637418
l4676,40.75349907,-73.97978783
l1167,40.77394293,-73.94186034
l6111,40.88371135,-74.0108329
l4338,40.69813446,-73.99260716
l2574,40.80451012,-73.93754641
l1499,40.717177,-73.955141
l2841,40.74387898,-73.98157101
l357,40.74322529,-73.99635315
l993,40.7867164,-73.80910647
l1860,40.80423128,-73.93684032
l2979,40.76737916,-73.91811848
l9380,40.8216243,-73.93010371
l9311,40.86565,-73.850893
l9707,40.75141587,-73.97351302
l2062,40.72125204,-73.98917288
l773,40.74078734,-73.99331877
l7518,40.77355486,-73.95565683
l7149,40.75458323,-73.90904274
l7868,40.67523307,-73.97498231
l7624,40.76794746,-73.98381502
l4960,40.739619,-74.006403
l4299,40.69670788,-73.77355207
l3543,40.75819319,-73.96258484
l4429,40.70098517,-73.77720317
l9495,40.71798443,-73.95752231
l4727,40.71404731,-73.95492107
l8196,40.72081904,-73.96455288
l537,40.760302,-73.99526999999998
l8700,40.75143298,-74.039422
l8703,40.60649335,-73.961904
l1869,40.82658398,-73.95593809
l3288,40.7751655,-73.98212771
l365,40.88357191,-73.86267185
l1215,40.66144137,-73.77720317
l5411,40.72302551,-73.99736461
l9573,40.61998506,-74.03252823
l6973,40.82608551,-73.9509058
l5432,40.83159124,-74.17704469
l2540,40.76240414,-73.92674249
l5587,40.75411015,-73.98061829999997
l4981,40.78759206,-73.97501675
l3534,40.69516274,-73.99544787
l4683,40.77836415,-73.98163319
l1319,40.78086639,-73.96687031
l3487,40.753825,-73.973799
l4049,40.74696435,-73.8076973
l3019,40.711295,-73.961444
l2609,40.77381437,-74.17543888
l3756,40.75941221,-73.99178076
l1418,40.76169095,-73.9910531
l6156,40.75163065,-73.97561364
l5622,40.85050141,-73.91548991
l4366,40.71456339,-74.01544645
l2481,40.734088,-74.002822
l1203,40.76271588,-73.98763664
l3042,40.7558988,-73.97921219
l7224,40.60245494,-73.99403039
l3849,40.727119,-73.993104
l7305,40.77112861,-74.02786346
l9852,40.79393697,-73.9960447
l6596,40.75829146,-73.97149847
l743,40.67352655,-73.99594545
l9736,40.69715761,-73.90544863
l1614,40.75052332,-73.93994018
l9767,40.78094993,-74.05334906
l1101,40.62595620000001,-73.99701834
l1865,40.58702393,-73.95421036
l1341,40.59523400000001,-73.95519733
l264,40.60906562,-73.95777225
l4316,40.74892778,-73.99007056
l5146,40.745019,-73.98275600000002
l378,40.76396629,-73.91511440000002
l2060,40.74997527,-73.97949341
l472,40.75158901,-73.97452890000002
l1248,40.74029892,-73.98678303
l274,40.97215437,-73.96090508
l3616,40.71967453,-74.00445179
l2494,40.76525832,-74.18006301
l1372,40.85541922,-73.92921209
l2904,40.72529209,-73.99214603
l2290,40.73433936,-74.05909748
l244,40.8278609,-73.92565146
l5571,40.70536767,-74.01347637
l947,40.74856989,-73.98940485
l2912,40.81384299,-74.21651962
l290,40.74435379999999,-73.98249502
l2310,40.74744593,-74.0006586
l2621,40.75818931,-73.91956633
l571,40.74434195,-73.98244911
l9813,40.7478959,-74.00037225
l936,40.745542,-73.98246058
l5105,40.74994975,-73.98386667
l635,40.714214,-74.009752
l695,40.71390394,-74.0089622
l3492,40.75288139,-73.97699833
l4456,40.73784112,-73.98849809
l1190,40.79067094,-74.20032308
l1002,40.750846,-74.030771
l1430,40.86849913,-74.04021263
l4038,40.752188,-73.993585
l146,40.73699910000001,-73.99245221
l5236,40.75266976,-73.98659274
l5131,40.71421958,-74.01256013
l2106,40.903262100000006,-74.06131189
l2644,40.77984966,-73.94659896
l2323,40.75291813,-73.97225608
l2792,40.92970904,-74.07544681
l3153,40.75453936,-73.9883709
l798,40.75561264,-73.98959997
